,source,target,retweetCount,hashtags
1740,pollosdb,uvggt,2,[]
1741,pollosdb,uvgaltiplano,2,[]
1742,mxgodnez,mendiamariela,0,[]
1743,mxgodnez,barevalodeleon,0,[]
1744,ferlira8,factor4_gt,0,[]
1745,ferlira8,barevalodeleon,0,[]
1746,sw_jrh96,leraovalle,1,[]
1747,sw_jrh96,gxldedibu,1,[]
1748,sw_jrh96,perico8461,1,[]
1749,sw_jrh96,jlfont001,1,[]
1750,sw_jrh96,concriteriogt,1,[]
1751,sw_jrh96,barevalodeleon,1,[]
1752,sw_jrh96,karinherreravp,1,[]
1753,sw_jrh96,karinapazgt,1,[]
1754,sw_jrh96,bancadasemilla,1,[]
1755,sw_jrh96,samuel_pz,1,[]
1756,ronaldm05161013,fjimenezmingob,0,[]
1757,ronaldm05161013,pncdeguatemala,0,[]
1758,ronaldm05161013,guatemalagob,0,[]
1759,ronaldm05161013,barevalodeleon,0,[]
1760,ronaldm05161013,_spguatemala,0,[]
1761,ronaldm05161013,diariodeca,0,[]
1762,ronaldm05161013,agn_noticias,0,[]
1763,ronaldm05161013,radio_tgw,0,[]
1764,pianode2teclas,rick_sanchiez,0,[]
1765,pianode2teclas,fjimenezmingob,0,[]
1766,pianode2teclas,barevalodeleon,0,[]
1767,sw_jrh96,leraovalle,1,[]
1768,sw_jrh96,perico8461,1,[]
1769,sw_jrh96,jlfont001,1,[]
1770,sw_jrh96,concriteriogt,1,[]
1771,sw_jrh96,barevalodeleon,1,[]
1772,sw_jrh96,karinherreravp,1,[]
1773,sw_jrh96,karinapazgt,1,[]
1774,sw_jrh96,bancadasemilla,1,[]
1775,sw_jrh96,samuel_pz,1,[]
1776,amihernandez15,barevalodeleon,0,[]
1777,amihernandez15,karinherreravp,0,[]
1778,teamocory3,nydiafer,0,[]
1779,teamocory3,guatemalagob,0,[]
1780,teamocory3,barevalodeleon,0,[]
1781,teamocory3,magaguatemala,0,[]
1782,teamocory3,maynorestradagt,0,[]
1783,totitafuentes,factor4_gt,0,[]
1784,totitafuentes,barevalodeleon,0,[]
1785,yumanyumanedgar,guatemalagob,0,[]
1786,yumanyumanedgar,barevalodeleon,0,[]
1787,batresjulia,elquenews,0,[]
1788,batresjulia,bancadasemilla,0,[]
1789,batresjulia,barevalodeleon,0,[]
1790,batresjulia,avillagran502,0,[]
1791,salquevedo,fjimenezmingob,1,[]
1792,salquevedo,pncdeguatemala,1,[]
1793,salquevedo,guatemalagob,1,[]
1794,salquevedo,barevalodeleon,1,[]
1795,salquevedo,_spguatemala,1,[]
1796,salquevedo,diariodeca,1,[]
1797,salquevedo,agn_noticias,1,[]
1798,salquevedo,radio_tgw,1,[]
1799,salquevedo,deawashingtondc,1,[]
1800,salquevedo,emisorasunidas,1,[]
1801,arkangelus021,ubaldomacu,0,[]
1802,arkangelus021,mpguatemala,0,[]
1803,arkangelus021,santipalomov,0,[]
1804,arkangelus021,barevalodeleon,0,[]
1805,jajhonnysan,barevalodeleon,0,[]
1806,cesa71183,fjimenezmingob,0,[]
1807,cesa71183,pncdeguatemala,0,[]
1808,cesa71183,guatemalagob,0,[]
1809,cesa71183,barevalodeleon,0,[]
1810,cesa71183,_spguatemala,0,[]
1811,cesa71183,diariodeca,0,[]
1812,cesa71183,agn_noticias,0,[]
1813,cesa71183,radio_tgw,0,[]
1814,rick_sanchiez,fjimenezmingob,0,[]
1815,rick_sanchiez,barevalodeleon,0,[]
1816,garciadanilo63,olsenpsico,0,[]
1817,garciadanilo63,barevalodeleon,0,[]
1818,minfingt,jmenkos,0,"['CulturaFiscalEnAcción', 'GuatemalaSaleAdelante']"
1819,minfingt,barevalodeleon,0,"['CulturaFiscalEnAcción', 'GuatemalaSaleAdelante']"
1820,minfingt,guatemalagob,0,"['CulturaFiscalEnAcción', 'GuatemalaSaleAdelante']"
1821,ivanddeleon3,elquenews,0,[]
1822,ivanddeleon3,bancadasemilla,0,[]
1823,ivanddeleon3,barevalodeleon,0,[]
1824,ivanddeleon3,avillagran502,0,[]
1825,luchopo81993102,elquenews,0,[]
1826,luchopo81993102,bancadasemilla,0,[]
1827,luchopo81993102,barevalodeleon,0,[]
1828,luchopo81993102,avillagran502,0,[]
1829,novaspiro22,guatemalagob,0,[]
1830,novaspiro22,barevalodeleon,0,[]
1831,novaspiro22,magaguatemala,0,[]
1832,novaspiro22,maynorestradagt,0,[]
1833,cguate2020,nenucosm81863,0,[]
1834,cguate2020,barevalodeleon,0,[]
1835,cguate2020,mingobguate,0,[]
1836,luchopo81993102,__vadertg,0,[]
1837,luchopo81993102,barevalodeleon,0,[]
1838,luchopo81993102,usaidguate,0,[]
1839,luchopo81993102,congresoguate,0,[]
1840,ruff58723096,fjimenezmingob,0,[]
1841,ruff58723096,pncdeguatemala,0,[]
1842,ruff58723096,guatemalagob,0,[]
1843,ruff58723096,barevalodeleon,0,[]
1844,ruff58723096,_spguatemala,0,[]
1845,ruff58723096,diariodeca,0,[]
1846,ruff58723096,agn_noticias,0,[]
1847,ruff58723096,radio_tgw,0,[]
1848,aacf73,doctoraclaudia,1,"['Giammagay', 'Miguelpito', 'MendezRuin', 'Curruptiche']"
1849,aacf73,barevalodeleon,1,"['Giammagay', 'Miguelpito', 'MendezRuin', 'Curruptiche']"
1850,aacf73,drgiammattei,1,"['Giammagay', 'Miguelpito', 'MendezRuin', 'Curruptiche']"
1851,esilvar2,elquenews,0,[]
1852,esilvar2,bancadasemilla,0,[]
1853,esilvar2,barevalodeleon,0,[]
1854,esilvar2,avillagran502,0,[]
1855,e_arreola70,fjimenezmingob,0,[]
1856,e_arreola70,mingobguate,0,[]
1857,e_arreola70,_spguatemala,0,[]
1858,e_arreola70,dtransitopnc,0,[]
1859,e_arreola70,diariodeca,0,[]
1860,e_arreola70,agn_noticias,0,[]
1861,e_arreola70,radio_tgw,0,[]
1862,e_arreola70,guatemalagob,0,[]
1863,e_arreola70,barevalodeleon,0,[]
1864,angydelacruz123,ubaldomacu,0,[]
1865,angydelacruz123,mpguatemala,0,[]
1866,angydelacruz123,santipalomov,0,[]
1867,angydelacruz123,barevalodeleon,0,[]
1868,cesa71183,guatemalagob,0,[]
1869,cesa71183,barevalodeleon,0,[]
1870,cesa71183,magaguatemala,0,[]
1871,cesa71183,maynorestradagt,0,[]
1872,eliottello1,ricigt1,1,[]
1873,eliottello1,barevalodeleon,1,[]
1874,eliottello1,bancadasemilla,1,[]
1875,eliottello1,samuel_pz,1,[]
1876,eliottello1,pgnguatemala,1,[]
1877,sayed90001,doctoraclaudia,1,[]
1878,sayed90001,barevalodeleon,1,[]
1879,pollosdb,leninfrodriguez,0,[]
1880,pollosdb,soy_502,0,[]
1881,pollosdb,muniguate,0,[]
1882,pollosdb,barevalodeleon,0,[]
1883,cesa71183,olsenpsico,0,[]
1884,cesa71183,barevalodeleon,0,[]
1885,marielanice23,guatemalagob,0,[]
1886,marielanice23,barevalodeleon,0,[]
1887,marielanice23,magaguatemala,0,[]
1888,marielanice23,maynorestradagt,0,[]
1889,cesa71183,mendiamariela,0,[]
1890,cesa71183,barevalodeleon,0,[]
1891,guiselabarrios,__vadertg,0,[]
1892,guiselabarrios,barevalodeleon,0,[]
1893,guiselabarrios,usaidguate,0,[]
1894,guiselabarrios,congresoguate,0,[]
1895,197674a,factor4_gt,0,[]
1896,197674a,barevalodeleon,0,[]
1897,benitoc67601310,factor4_gt,0,[]
1898,benitoc67601310,barevalodeleon,0,[]
1899,gildamaritza,guatemalagob,0,[]
1900,gildamaritza,barevalodeleon,0,[]
1901,gildamaritza,magaguatemala,0,[]
1902,gildamaritza,maynorestradagt,0,[]
1903,cguate2020,guatemalagob,0,[]
1904,cguate2020,barevalodeleon,0,[]
1905,cguate2020,magaguatemala,0,[]
1906,cguate2020,maynorestradagt,0,[]
1907,pollosdb,ottoareyesestr2,0,[]
1908,pollosdb,bancadasemilla,0,[]
1909,pollosdb,barevalodeleon,0,[]
1910,pollosdb,karinherreravp,0,[]
1911,elecctorr,olsenpsico,0,[]
1912,elecctorr,barevalodeleon,0,[]
1913,emoji_dudoso,enriquegw8,0,[]
1914,emoji_dudoso,ubaldomacu,0,[]
1915,emoji_dudoso,mpguatemala,0,[]
1916,emoji_dudoso,santipalomov,0,[]
1917,emoji_dudoso,barevalodeleon,0,[]
1918,derbestehugo,factor4_gt,0,[]
1919,derbestehugo,barevalodeleon,0,[]
1920,dennisskate1,ciudadanocomung,0,[]
1921,dennisskate1,barevalodeleon,0,[]
1922,dennisskate1,samuel_pz,0,[]
1923,spillariroberto,nydiafer,0,[]
1924,spillariroberto,guatemalagob,0,[]
1925,spillariroberto,barevalodeleon,0,[]
1926,spillariroberto,magaguatemala,0,[]
1927,spillariroberto,maynorestradagt,0,[]
1928,csimetropol,guatemalagob,0,[]
1929,csimetropol,barevalodeleon,0,[]
1930,csimetropol,magaguatemala,0,[]
1931,csimetropol,maynorestradagt,0,[]
1932,emoji_dudoso,saramirandaml,0,[]
1933,emoji_dudoso,elojodelcerro,0,[]
1934,emoji_dudoso,ubaldomacu,0,[]
1935,emoji_dudoso,mpguatemala,0,[]
1936,emoji_dudoso,santipalomov,0,[]
1937,emoji_dudoso,barevalodeleon,0,[]
1938,minfingt,jmenkos,1,"['Presupuesto2025', 'UnPresupuestoParaLaPoblación', 'MinfinSaleAdelante', 'GuatemalaSaleAdelante']"
1939,minfingt,barevalodeleon,1,"['Presupuesto2025', 'UnPresupuestoParaLaPoblación', 'MinfinSaleAdelante', 'GuatemalaSaleAdelante']"
1940,minfingt,guatemalagob,1,"['Presupuesto2025', 'UnPresupuestoParaLaPoblación', 'MinfinSaleAdelante', 'GuatemalaSaleAdelante']"
1941,vequedeahuevo,barevalodeleon,0,[]
1942,victormejial10,fjimenezmingob,0,[]
1943,victormejial10,pncdeguatemala,0,[]
1944,victormejial10,guatemalagob,0,[]
1945,victormejial10,barevalodeleon,0,[]
1946,victormejial10,_spguatemala,0,[]
1947,victormejial10,diariodeca,0,[]
1948,victormejial10,agn_noticias,0,[]
1949,victormejial10,radio_tgw,0,[]
1950,spaceboy88fly,pollosdb,0,[]
1951,spaceboy88fly,codimech1,0,[]
1952,spaceboy88fly,factor4_gt,0,[]
1953,spaceboy88fly,barevalodeleon,0,[]
1954,spaceboy88fly,muniguate,0,[]
1955,spaceboy88fly,codimech1,0,[]
1956,spaceboy88fly,factor4_gt,0,[]
1957,spaceboy88fly,barevalodeleon,0,[]
1958,templario_gt,leraovalle,1,[]
1959,templario_gt,perico8461,1,[]
1960,templario_gt,jlfont001,1,[]
1961,templario_gt,concriteriogt,1,[]
1962,templario_gt,barevalodeleon,1,[]
1963,templario_gt,karinherreravp,1,[]
1964,templario_gt,karinapazgt,1,[]
1965,templario_gt,bancadasemilla,1,[]
1966,templario_gt,samuel_pz,1,[]
1967,spaceboy88fly,mynor007,0,[]
1968,spaceboy88fly,factor4_gt,0,[]
1969,spaceboy88fly,barevalodeleon,0,[]
1970,abner864673,crticaconstru20,0,[]
1971,abner864673,olsenpsico,0,[]
1972,abner864673,barevalodeleon,0,[]
1973,alexander8928,albertologos,0,[]
1974,alexander8928,barevalodeleon,0,[]
1975,spaceboy88fly,factor4_gt,0,[]
1976,spaceboy88fly,barevalodeleon,0,[]
1977,barrientosluise,olsenpsico,0,[]
1978,barrientosluise,barevalodeleon,0,[]
1979,brenergamez,barevalodeleon,0,[]
1980,brenergamez,bancadasemilla,0,[]
1981,brenergamez,raulbarreragt,0,[]
1982,aida23856800,mendiamariela,2,[]
1983,aida23856800,vicentecarrera_,2,[]
1984,aida23856800,barevalodeleon,2,[]
1985,ttrezz777,barevalodeleon,0,[]
1986,ttrezz777,karinherreravp,0,[]
1987,ttrezz777,minexgt,0,[]
1988,a47c2011f4384df,barevalodeleon,0,[]
1989,jachec1980,leraovalle,1,[]
1990,jachec1980,perico8461,1,[]
1991,jachec1980,jlfont001,1,[]
1992,jachec1980,concriteriogt,1,[]
1993,jachec1980,barevalodeleon,1,[]
1994,jachec1980,karinherreravp,1,[]
1995,jachec1980,karinapazgt,1,[]
1996,jachec1980,bancadasemilla,1,[]
1997,jachec1980,samuel_pz,1,[]
1998,laray1976,nenucosm81863,0,[]
1999,laray1976,barevalodeleon,0,[]
2000,laray1976,mingobguate,0,[]
2001,soypuroguate,olsenpsico,0,[]
2002,soypuroguate,barevalodeleon,0,[]
2003,mariochiu2,factor4_gt,2,[]
2004,mariochiu2,barevalodeleon,2,[]
2005,mariochiu2,rquinonezl,2,[]
2006,mariochiu2,muniguate,2,[]
2007,derbestehugo,ubaldomacu,0,[]
2008,derbestehugo,mpguatemala,0,[]
2009,derbestehugo,santipalomov,0,[]
2010,derbestehugo,barevalodeleon,0,[]
2011,derbestehugo,aztecanoticiagt,0,[]
2012,carlosleonels11,fjimenezmingob,0,[]
2013,carlosleonels11,pncdeguatemala,0,[]
2014,carlosleonels11,mingobguate,0,[]
2015,carlosleonels11,_spguatemala,0,[]
2016,carlosleonels11,dtransitopnc,0,[]
2017,carlosleonels11,diariodeca,0,[]
2018,carlosleonels11,agn_noticias,0,[]
2019,carlosleonels11,radio_tgw,0,[]
2020,carlosleonels11,guatemalagob,0,[]
2021,carlosleonels11,barevalodeleon,0,[]
2022,carlosleonels11,fjimenezmingob,0,[]
2023,senatorgt,fjimenezmingob,0,[]
2024,senatorgt,pncdeguatemala,0,[]
2025,senatorgt,guatemalagob,0,[]
2026,senatorgt,barevalodeleon,0,[]
2027,senatorgt,_spguatemala,0,[]
2028,senatorgt,diariodeca,0,[]
2029,senatorgt,agn_noticias,0,[]
2030,senatorgt,radio_tgw,0,[]
2031,senatorgt,_spguatemala,6,[]
2032,senatorgt,mingobguate,6,[]
2033,__m1ng0__,felixsinexcusas,0,[]
2034,__m1ng0__,barevalodeleon,0,[]
2035,__m1ng0__,raulbarreragt,0,[]
2036,__m1ng0__,avillagran502,0,[]
2037,__m1ng0__,samuel_pz,0,[]
2038,__m1ng0__,laurafmarroquin,0,[]
2039,__m1ng0__,rocasgt,0,[]
2040,__m1ng0__,elenamotta_,0,[]
2041,vozdeltuit,civ_guatemala,29,['EnBreve']
2042,vozdeltuit,felixsinexcusas,29,['EnBreve']
2043,alvarado66gt,rocasgt,1,[]
2044,alvarado66gt,jmenkos,1,[]
2045,alvarado66gt,bancadasemilla,1,[]
2046,alvarado66gt,barevalodeleon,1,[]
2047,alvarado66gt,rocasgt,1,[]
2048,tk421_d,ravila_gtv,0,[]
2049,tk421_d,barevalodeleon,0,[]
2050,tk421_d,muniguate,0,[]
2051,tk421_d,rquinonezl,0,[]
2052,susyriv56659832,rafaelcarrerra,0,[]
2053,susyriv56659832,barevalodeleon,0,[]
2054,alvarado66gt,barevalodeleon,0,[]
2055,alvarado66gt,rocasgt,0,[]
2056,rocasgt,jmenkos,29,[]
2057,bravesgt,leraovalle,1,[]
2058,bravesgt,perico8461,1,[]
2059,bravesgt,jlfont001,1,[]
2060,bravesgt,concriteriogt,1,[]
2061,bravesgt,barevalodeleon,1,[]
2062,bravesgt,karinherreravp,1,[]
2063,bravesgt,karinapazgt,1,[]
2064,bravesgt,bancadasemilla,1,[]
2065,bravesgt,samuel_pz,1,[]
2066,reyes4488,guatemalagob,0,[]
2067,reyes4488,barevalodeleon,0,[]
2068,reyes4488,magaguatemala,0,[]
2069,reyes4488,maynorestradagt,0,[]
2070,wichomarg,noti7guatemala,0,[]
2071,wichomarg,barevalodeleon,0,[]
2072,marodros,barevalodeleon,0,[]
2073,freelif36854702,raulfalla31,3,[]
2074,freelif36854702,cc_guatemala,3,[]
2075,freelif36854702,fctguatemala,3,[]
2076,anali480,__vadertg,0,[]
2077,anali480,barevalodeleon,0,[]
2078,anali480,usaidguate,0,[]
2079,anali480,congresoguate,0,[]
2080,bolchevique61,mendiamariela,0,[]
2081,bolchevique61,barevalodeleon,0,[]
2082,omaricelaa,factor4_gt,0,[]
2083,omaricelaa,barevalodeleon,0,[]
2084,adrianvasq25812,puertoinforma,0,[]
2085,adrianvasq25812,mendiamariela,0,[]
2086,adrianvasq25812,barevalodeleon,0,[]
2087,mcfrsa,deleagew,0,[]
2088,mcfrsa,__vadertg,0,[]
2089,mcfrsa,barevalodeleon,0,[]
2090,mcfrsa,usaidguate,0,[]
2091,mcfrsa,congresoguate,0,[]
2092,ivanhergarcia,__vadertg,0,[]
2093,ivanhergarcia,barevalodeleon,0,[]
2094,ivanhergarcia,usaidguate,0,[]
2095,ivanhergarcia,congresoguate,0,[]
2096,alfonsolopez210,fjimenezmingob,0,[]
2097,alfonsolopez210,pncdeguatemala,0,[]
2098,alfonsolopez210,guatemalagob,0,[]
2099,alfonsolopez210,barevalodeleon,0,[]
2100,alfonsolopez210,_spguatemala,0,[]
2101,alfonsolopez210,diariodeca,0,[]
2102,alfonsolopez210,agn_noticias,0,[]
2103,alfonsolopez210,radio_tgw,0,[]
2104,osantizo58,wuatemalteco,0,[]
2105,osantizo58,barevalodeleon,0,[]
2106,cokyblancot,fjimenezmingob,0,[]
2107,cokyblancot,pncdeguatemala,0,[]
2108,cokyblancot,guatemalagob,0,[]
2109,cokyblancot,barevalodeleon,0,[]
2110,cokyblancot,_spguatemala,0,[]
2111,cokyblancot,diariodeca,0,[]
2112,cokyblancot,agn_noticias,0,[]
2113,cokyblancot,radio_tgw,0,[]
2114,cokyblancot,sandra_jovelp,0,[]
2115,gationavas,oco_motora,0,[]
2116,gationavas,__vadertg,0,[]
2117,gationavas,barevalodeleon,0,[]
2118,gationavas,usaidguate,0,[]
2119,gationavas,congresoguate,0,[]
2120,dimb502,guatemalagob,0,[]
2121,dimb502,barevalodeleon,0,[]
2122,dimb502,magaguatemala,0,[]
2123,dimb502,maynorestradagt,0,[]
2124,camafre,wilsongg16,0,[]
2125,camafre,mariamartaumaa1,0,[]
2126,camafre,guatemalagob,0,[]
2127,camafre,barevalodeleon,0,[]
2128,camafre,rafaelcarrerra,3,[]
2129,camafre,barevalodeleon,3,[]
2130,vmanuel2023,fjimenezmingob,0,[]
2131,vmanuel2023,pncdeguatemala,0,[]
2132,vmanuel2023,guatemalagob,0,[]
2133,vmanuel2023,barevalodeleon,0,[]
2134,vmanuel2023,_spguatemala,0,[]
2135,vmanuel2023,diariodeca,0,[]
2136,vmanuel2023,agn_noticias,0,[]
2137,vmanuel2023,radio_tgw,0,[]
2138,vmanuel2023,sandra_jovelp,0,[]
2139,luisroberto110,barevalodeleon,0,[]
2140,luisroberto110,msemillagt,0,[]
2141,elquenews,bancadasemilla,128,"['URGENTE', 'GuatemalaSaleAdelante']"
2142,elquenews,barevalodeleon,128,"['URGENTE', 'GuatemalaSaleAdelante']"
2143,elquenews,avillagran502,128,"['URGENTE', 'GuatemalaSaleAdelante']"
2144,josue877229,vicentecarrera_,0,[]
2145,josue877229,drgiammattei,0,[]
2146,josue877229,jimmymoralesgt,0,[]
2147,josue877229,ottoperezmolina,0,[]
2148,josue877229,uclcgt,0,[]
2149,josue877229,barevalodeleon,0,[]
2150,josue877229,drgiammattei,0,[]
2151,sepademendi,vicentecarrera_,0,[]
2152,sepademendi,drgiammattei,0,[]
2153,sepademendi,jimmymoralesgt,0,[]
2154,sepademendi,ottoperezmolina,0,[]
2155,sepademendi,uclcgt,0,[]
2156,sepademendi,barevalodeleon,0,[]
2157,rjgdavi,barevalodeleon,0,[]
2158,noticiasvr_gt,barevalodeleon,0,"['noticiasvr', 'guatemala', 'urgente']"
2159,luisruizdg,carlespgt,0,[]
2160,luisruizdg,nenucosm81863,0,[]
2161,luisruizdg,barevalodeleon,0,[]
2162,luisruizdg,mingobguate,0,[]
2163,luisruizdg,salquevedo,0,[]
2164,luisruizdg,nenucosm81863,0,[]
2165,luisruizdg,barevalodeleon,0,[]
2166,luisruizdg,mingobguate,0,[]
2167,renilevin84,fjimenezmingob,0,[]
2168,renilevin84,pncdeguatemala,0,[]
2169,renilevin84,guatemalagob,0,[]
2170,renilevin84,barevalodeleon,0,[]
2171,renilevin84,_spguatemala,0,[]
2172,renilevin84,diariodeca,0,[]
2173,renilevin84,agn_noticias,0,[]
2174,renilevin84,radio_tgw,0,[]
2175,l0b0_gt,barevalodeleon,1,['Patético']
2176,l0b0_gt,drgiammattei,1,['Patético']
2177,nandiherrera,abogadolpa,0,[]
2178,nandiherrera,jmilei,0,[]
2179,nandiherrera,barevalodeleon,0,[]
2180,imagengt2,barevalodeleon,0,[]
2181,pollosdb,codimech1,0,[]
2182,pollosdb,factor4_gt,0,[]
2183,pollosdb,barevalodeleon,0,[]
2184,pollosdb,muniguate,0,[]
2185,andrsca24870163,olsenpsico,0,[]
2186,andrsca24870163,barevalodeleon,0,[]
2187,aurypal,barevalodeleon,0,[]
2188,pollosdb,factor4_gt,0,[]
2189,pollosdb,barevalodeleon,0,[]
2190,pollosdb,muniguate,0,[]
2191,machl1804,fjimenezmingob,0,[]
2192,machl1804,pncdeguatemala,0,[]
2193,machl1804,guatemalagob,0,[]
2194,machl1804,barevalodeleon,0,[]
2195,machl1804,_spguatemala,0,[]
2196,machl1804,diariodeca,0,[]
2197,machl1804,agn_noticias,0,[]
2198,machl1804,radio_tgw,0,[]
2199,op_ocultomejor,prensacomunitar,9,[]
2200,op_ocultomejor,barevalodeleon,9,[]
2201,machl1804,fjimenezmingob,1,[]
2202,machl1804,pncdeguatemala,1,[]
2203,machl1804,guatemalagob,1,[]
2204,machl1804,barevalodeleon,1,[]
2205,machl1804,_spguatemala,1,[]
2206,machl1804,diariodeca,1,[]
2207,machl1804,agn_noticias,1,[]
2208,machl1804,radio_tgw,1,[]
2209,sepademendi,guatemalagob,0,[]
2210,sepademendi,barevalodeleon,0,[]
2211,sepademendi,magaguatemala,0,[]
2212,sepademendi,maynorestradagt,0,[]
2213,sepademendi,guatemalagob,0,[]
2214,sepademendi,barevalodeleon,0,[]
2215,sepademendi,magaguatemala,0,[]
2216,sepademendi,maynorestradagt,0,[]
2217,sepademendi,guatemalagob,0,[]
2218,sepademendi,barevalodeleon,0,[]
2219,sepademendi,magaguatemala,0,[]
2220,sepademendi,maynorestradagt,0,[]
2221,erickdelcid77,billyc2023,0,[]
2222,erickdelcid77,mendiamariela,0,[]
2223,erickdelcid77,barevalodeleon,0,[]
2224,erickdelcid77,drgiammattei,0,[]
2225,erickdelcid77,barevalodeleon,0,[]
2226,idomingo415582,felixsinexcusas,0,[]
2227,idomingo415582,civ_guatemala,0,[]
2228,idomingo415582,barevalodeleon,0,[]
2229,imagengt2,jczamora,0,[]
2230,imagengt2,unhumanrights,0,[]
2231,imagengt2,un_spexperts,0,[]
2232,imagengt2,cidh,0,[]
2233,imagengt2,rele_cidh,0,[]
2234,imagengt2,pvacav,0,[]
2235,imagengt2,volker_turk,0,[]
2236,imagengt2,barevalodeleon,0,[]
2237,imagengt2,pressfreedom,0,[]
2238,imagengt2,rsf_inter,0,[]
2239,imagengt2,caoilfhionnanna,0,[]
2240,cristianvaldez5,elbencho_gt,0,[]
2241,cristianvaldez5,barevalodeleon,0,[]
2242,cristianvaldez5,mofa_taiwan,0,[]
2243,davi99022668,elquenews,0,[]
2244,davi99022668,barevalodeleon,0,[]
2245,davi99022668,avillagran502,0,[]
2246,davi99022668,santipalomov,0,[]
2247,davi99022668,lucreciapeinado,0,[]
2248,davi99022668,bancadasemilla,0,[]
2249,pzurdoxx,j_alexvaldez,1,[]
2250,pzurdoxx,mafersita8,1,[]
2251,pzurdoxx,barevalodeleon,1,[]
2252,augustopazcar,mendiamariela,0,[]
2253,augustopazcar,mpguatemala,0,[]
2254,augustopazcar,barevalodeleon,0,[]
2255,augustopazcar,noficciongt,0,[]
2256,jesusalvizures2,elquenews,0,[]
2257,jesusalvizures2,bancadasemilla,0,[]
2258,jesusalvizures2,barevalodeleon,0,[]
2259,jesusalvizures2,avillagran502,0,[]
2260,alfonso52067664,fjimenezmingob,0,[]
2261,alfonso52067664,pncdeguatemala,0,[]
2262,alfonso52067664,guatemalagob,0,[]
2263,alfonso52067664,barevalodeleon,0,[]
2264,alfonso52067664,_spguatemala,0,[]
2265,alfonso52067664,diariodeca,0,[]
2266,alfonso52067664,agn_noticias,0,[]
2267,alfonso52067664,radio_tgw,0,[]
2268,alfonso52067664,fjimenezmingob,0,[]
2269,aldanav52139161,guatemalagob,1,[]
2270,aldanav52139161,barevalodeleon,1,[]
2271,aldanav52139161,magaguatemala,1,[]
2272,aldanav52139161,maynorestradagt,1,[]
2273,josejorgemonroy,tvgtnoticias,1,[]
2274,josejorgemonroy,barevalodeleon,1,[]
2275,josejorgemonroy,mpguatemala,1,[]
2276,quiquetuit5,factor4_gt,0,[]
2277,quiquetuit5,barevalodeleon,0,[]
2278,miguel_artiga,silviam56972404,0,[]
2279,miguel_artiga,nenucosm81863,0,[]
2280,miguel_artiga,barevalodeleon,0,[]
2281,miguel_artiga,mingobguate,0,[]
2282,lordmarduk2,elakademicista,0,[]
2283,lordmarduk2,barevalodeleon,0,[]
2284,josejorgemonroy,rrobertovillate,1,[]
2285,josejorgemonroy,barevalodeleon,1,[]
2286,johannyorellan3,olsenpsico,0,[]
2287,johannyorellan3,barevalodeleon,0,[]
2288,edgaralejandroe,mendiamariela,0,[]
2289,edgaralejandroe,barevalodeleon,0,[]
2290,silviamhds,barevalodeleon,0,[]
2291,karlam_hm,ubaldomacu,0,[]
2292,karlam_hm,barevalodeleon,0,[]
2293,karlam_hm,santipalomov,0,[]
2294,karlam_hm,mpguatemala,0,[]
2295,josebren223,arbencista1944,0,[]
2296,josebren223,barevalodeleon,0,[]
2297,kawoq1000,ubaldomacu,0,[]
2298,kawoq1000,santipalomov,0,[]
2299,kawoq1000,barevalodeleon,0,[]
2300,josebren223,barevalodeleon,0,[]
2301,karlam_hm,vicentecarrera_,0,[]
2302,karlam_hm,barevalodeleon,0,[]
2303,karlam_hm,chatagira,0,[]
2304,karlam_hm,uclcgt,0,[]
2305,karlam_hm,cncguatemala,0,[]
2306,karlam_hm,guatemalagob,0,[]
2307,aicas1970,elakademicista,0,[]
2308,aicas1970,barevalodeleon,0,[]
2309,alfredo93672277,elquenews,0,[]
2310,alfredo93672277,bancadasemilla,0,[]
2311,alfredo93672277,barevalodeleon,0,[]
2312,alfredo93672277,avillagran502,0,[]
2313,rosales77496,barevalodeleon,0,[]
2314,abner864673,guatemalagob,0,[]
2315,abner864673,barevalodeleon,0,[]
2316,alfredo93672277,fjimenezmingob,0,[]
2317,alfredo93672277,pncdeguatemala,0,[]
2318,alfredo93672277,guatemalagob,0,[]
2319,alfredo93672277,barevalodeleon,0,[]
2320,alfredo93672277,_spguatemala,0,[]
2321,alfredo93672277,diariodeca,0,[]
2322,alfredo93672277,agn_noticias,0,[]
2323,alfredo93672277,radio_tgw,0,[]
2324,mirandamagdhiel,luisvonahn,0,[]
2325,mirandamagdhiel,barevalodeleon,0,[]
2326,alejand09098718,fjimenezmingob,0,[]
2327,alejand09098718,pncdeguatemala,0,[]
2328,alejand09098718,mingobguate,0,[]
2329,alejand09098718,dtransitopnc,0,[]
2330,alejand09098718,_spguatemala,0,[]
2331,alejand09098718,diariodeca,0,[]
2332,alejand09098718,agn_noticias,0,[]
2333,alejand09098718,radio_tgw,0,[]
2334,alejand09098718,guatemalagob,0,[]
2335,alejand09098718,barevalodeleon,0,[]
2336,billyc2023,erickdelcid77,0,[]
2337,billyc2023,puertoinforma,0,[]
2338,billyc2023,mendiamariela,0,[]
2339,billyc2023,barevalodeleon,0,[]
2340,billyc2023,drgiammattei,0,[]
2341,billyc2023,drgiammattei,0,[]
2342,unidospor502,barevalodeleon,0,[]
2343,mirandamagdhiel,luisvonahn,0,[]
2344,mirandamagdhiel,barevalodeleon,0,[]
2345,sexymonito,__vadertg,0,[]
2346,sexymonito,barevalodeleon,0,[]
2347,sexymonito,usaidguate,0,[]
