,source,target,retweetCount,hashtags
14395,jazmindela_vega,hamlet_a16,2,[]
14396,l12baquiax,barevalodeleon,0,[]
14397,mikecastillo62,vicentecarrera_,0,[]
14398,mikecastillo62,sandra_jovelp,0,[]
14399,mikecastillo62,uclcgt,0,[]
14400,mikecastillo62,mingobguate,0,[]
14401,mikecastillo62,fjimenezmingob,0,[]
14402,mikecastillo62,guatemalagob,0,[]
14403,mikecastillo62,barevalodeleon,0,[]
14404,chejo3941,barevalodeleon,0,[]
14405,cesa71183,vozdeltuit,0,[]
14406,cesa71183,barevalodeleon,0,[]
14407,cesa71183,mpguatemala,0,[]
14408,mazariegos_lima,barevalodeleon,0,[]
